StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q61,Q29,Q27,Q51,Q52,Q53,Q31,Q30,Q33,Q34,Q32,Q35,Q36,Q37,Q38,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q55,Q56,Q40,Q41,Q42,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q44,Q45,Q6,Q50,Q9,Q25,Q16,Q17,Q46,Q47,Q60,Q65,Q28,Q57,Q58,Q59,Q18,Q19,Q23,Q48,Q49
2025-11-21 16:22:56,2025-11-21 16:30:29,IP Address,100,453,True,2025-11-21 16:30:30,R_64eLJhvlNC728Bw,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,7,2,1,4,6,3,5,Slightly important,Moderately important,Moderately important,Very important,Very important,Moderately important,Extremely important,Very important,Probably yes,"One of the major things I have realized is that if I choose to advance my career past my current plan, I will get stuck behind not having a degree. Also, the amount of information I have earned between all of these courses and electives have not just taught me about business, finance, data analysis, etc. but have either strengthened my desire for this career path or clarified it.",,,,,,,,,,,,Somewhat Positive,"I think a lot more can be learned underneath a good teacher, than in a classroom. Obviously this depends on the teachers on both sides of the aisle, but anyone that has a strong passion and drive can be successful, with the right teacher.","CPA licensure should be advertised more, even before college. It's a smart path for a career that doesn't require as many credit hours as standard degrees. It would be smart to get a different type of degree that is translatable, mixed with what is essentially a paid internship.",Somewhat attractive,Part-time,Other Business / Non-accounting,Yes,No,Texas,21,No,,,,,,,,
2025-11-21 17:53:00,2025-11-21 18:00:30,IP Address,100,450,True,2025-11-21 18:00:31,R_1eM2mzyZDUNsfSg,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,1,6,2,3,5,4,7,Extremely important,Very important,Extremely important,Extremely important,Moderately important,Extremely important,Very important,Very important,Probably yes,"It might help to obtain a graduate degree to earn a higher wage then an undergraduate degree, but could take up a chunk of time to complete.",,,,,,,,,,,,Somewhat Positive,I believe that having more experience can be very beneficial and could make a CPA exam easier.,Allowing for courses to use better real-world examples that could happen in local businesses or that relate to what students are learning in their internships or jobs.,Neither attractive nor unattractive,Full-time,Accounting,No,No,Texas,21,No,,,,,,,,
2025-11-21 18:00:43,2025-11-21 18:26:36,IP Address,100,1553,True,2025-11-21 18:26:37,R_1Vk4azxH1eJZDRT,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was the only reason I chose to pursue a graduate program.,Strongly agree,Somewhat disagree,"I believe that having the depth of knowledge and practical skills gained during the graduate courses will significantly help me during my career vs only having the undergrad degree. ",Neither likely nor unlikely,"I have a BS in Environmental Science so taking the coursework for accounting required a significant time investment which could have gotten me an additional BS in Accounting or the graduate degree in a similar time frame. I chose the path that would give me the higher level of education you can get in a graduate program. ",,,6,5,1,2,4,3,7,Extremely important,Extremely important,Moderately important,Extremely important,Slightly important,Extremely important,Very important,Slightly important,,,Somewhat agree,,"i was give my current position in an accounting firm almost immediately based on the career and education path i was following. ",3,5,2,1,4,6,Probably yes,"the difference in higher salary i am earning in accounting will pay back the cost of my degree around the middle of 2027- worth it. ",Somewhat Negative,"there are some courses that deal heavily in the historical reasons and the reasoning behind accounting practices that have been implemented that one really should be familiar with when working in an accounting or bookkeeping firm. knowing why we do things we do and the consequences that have resulted from the failures of older practices can be used in judgement calls for almost any client you deal with. ",having more recruitment opportunities would be very helpful and possibly an optional course dedicated to studying or preparing for the CPA exam.,Neither attractive nor unattractive,Full-time,Accounting,Yes,Yes,Texas,32,No,Fully or mostly online,MAcc,entry requirements,No,No,8,Yes,Yes
2025-11-21 17:24:44,2025-11-21 18:28:44,IP Address,100,3840,True,2025-11-21 18:28:44,R_3pyfwGHlb5A5O4e,anonymous,EN,Yes,Very likely,Undergraduate,Significantly increased desire,No change in desire,No,,,,,,,,,,2,1,3,4,7,6,5,Very important,Moderately important,Very important,Very important,Very important,Very important,Very important,Very important,Probably yes,I carefully weighed the time and financial investment required to earn an MBA and sit for the CPA exam against the potential salary growth. My analysis showed clearly that obtaining these qualifications is essential for reaching the compensation level I anticipate,,,,,,,,,,,,Very Positive,My employment at a CPA firm is advantageous since I have already fulfilled the minimum two-year work experience requirement.,"Reducing financial barriers could significantly increase the appeal of graduate programs to prospective students. Specifically, addressing the high cost of tuition and identifying pathways for a more accessible degree completion would be beneficial.",Very attractive,Part-time,Accounting,Yes,Yes,Texas,55,No,,,,,,,,
2025-11-21 19:53:10,2025-11-21 20:00:57,IP Address,100,467,True,2025-11-21 20:00:58,R_3ltaQX03s9gUFpj,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,6,7,2,1,4,3,5,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Definitely yes,"I have thought about that the investment I put into my college degrees will reap the benefits later in life. The same ideology is put into my CPA exam, that the money I put into it will be returned ten fold. ",,,,,,,,,,,,Neutral,"I don't really see how the new requirements have changed the perception of the CPA licenses itself. ","I don't know because I am not a graduate student. ",Somewhat attractive,Full-time,Accounting,No,No,Texas,21,No,,,,,,,,
2025-11-21 19:44:01,2025-11-21 20:16:44,IP Address,100,1963,True,2025-11-21 20:16:45,R_1bPrPronejjQULR,anonymous,EN,Yes,Somewhat likely,Graduate,,,,No,It was a minor factor in my decision to pursue a graduate program.,Somewhat agree,Strongly disagree,"I completed an undergraduate accounting degree in Vietnam, and after moving to the U.S., I chose to pursue a graduate degree to strengthen my understanding of U.S. accounting standards, fulfill the credit-hour requirements for the CPA, and enhance my opportunities for career advancement",Somewhat likely,"Regardless of whether I follow the traditional or alternative path, I still need to pursue a graduate program to meet the CPA credit-hour requirement. My undergraduate degree from Vietnam does not provide the full 120 or 150 credit hours needed for CPA eligibility.",,,5,6,4,2,3,1,7,Very important,Moderately important,Very important,Extremely important,Very important,Very important,Extremely important,Very important,,,Neither agree nor disagree,"I believe a graduate accounting degree will be valuable because it can strengthen my career advancement opportunities, increase my confidence in pursuing better job options, and improve my ability to negotiate salary.","With a graduate degree, I can more easily transition from an accounting role to a financial analyst position, shifting from routine tasks to a role that requires stronger data analytics skills",2,3,4,1,5,6,Probably not,"I believe that choosing a graduate program with reasonable tuition is a smart investment for me. I don’t feel the need to pursue an expensive or highly prestigious program because my goal isn’t to reach a top executive role—rather, I want a solid degree that supports my career growth without creating unnecessary financial burden",Somewhat Positive,The new CPA licensure pathways that offer an alternative route—with fewer credit hours combined with an additional year of work experience—seem positive to me. The extra year of experience can effectively offset the 30 credit hours that would otherwise be required,,Somewhat attractive,Part-time,Accounting,Yes,No,Texas,43,No,Fully or mostly online,MAcc,N/A,No,No,18,No,No
2025-11-21 19:41:07,2025-11-21 20:22:03,IP Address,100,2456,True,2025-11-21 20:22:03,R_5JR62tInBxveyoL,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,4,3,1,2,7,5,6,Very important,Extremely important,Moderately important,Extremely important,Extremely important,Very important,Moderately important,Very important,Probably yes,"I have heard the some companies will help pay to get a graduate degree. If the company I work at offers this then I would be more inclined to attend. ",,,,,,,,,,,,Somewhat Positive,I feel that it would be better to have real work experience than classes.,N/A,Neither attractive nor unattractive,Part-time,Accounting,No,No,Texas,19,No,,,,,,,,
2025-11-21 20:16:33,2025-11-21 20:39:37,IP Address,100,1383,True,2025-11-21 20:39:38,R_7PSXZWuN9X7ec01,anonymous,EN,Yes,Very likely,Graduate,,,,No,It had no influence on my decision to pursue a graduate program.,Somewhat agree,Strongly disagree,I pursued my graduate degree after working full time for a period of time,Extremely likely,Getting my graduate is one of my goal and CPA is my next step. My company have tuition assistance for graduate degrees so it's another reason for me to take advantage of.,,,3,4,2,6,5,1,7,Very important,Slightly important,Slightly important,Extremely important,Moderately important,Slightly important,Very important,Very important,,,Somewhat disagree,Going through the graduate accounting program helped me to stay up to date on accounting principle and framework that is crucial to my career advance.,,2,4,5,1,3,6,Definitely yes,"Since my company have study support program, it helps a lot with the cost. I have learned so much with this program. 80% of the knowledge is applicable and helpful to my current role.",Neutral,Because CPA is not my only goal.,"Even with the new pathway, if the program continues to provide the advance accounting knowledge and up to date information such as keeping up with current changes in regulation, AI, I believe that the program will continue to attract Accounting students. ",Not at all attractive,Part-time,Accounting,Yes,No,Texas,40,No,Fully or mostly online,MAcc,Accounting focus,No,No,13,No,No
2025-11-21 21:50:41,2025-11-21 21:54:07,IP Address,100,205,True,2025-11-21 21:54:07,R_1VegjJuTM8qjdxm,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was a significant factor among others in my decision to pursue a graduate program.,Strongly agree,Strongly agree,The course gave me extra motivation,Extremely likely,It made my mind more open to going after it.,,,1,2,3,4,5,6,7,Extremely important,,Extremely important,,Extremely important,,Extremely important,,,,Strongly agree,It will make me stronger.,to becoming a cpa!,1,2,3,4,5,6,Definitely yes,I work. and it all worked out,Very Positive,i got a degree and practice,,Very attractive,Full-time,Accounting,Yes,Yes,Texas,24,Yes,Fully or mostly in person,MAcc,Advice,Yes,Yes,4,Yes,Yes
2025-11-21 22:38:14,2025-11-21 22:57:10,IP Address,100,1136,True,2025-11-21 22:57:11,R_7BQOngqlAeKLGgo,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was the primary factor in my decision to pursue a graduate program.,Somewhat agree,Neither agree nor disagree,"My undergrad is in Finance, but I did not have the necessary credits to sit for a CPA, so I pursued my graduate degree in order to meet the education requirements.",Somewhat unlikely,I have found that many employers will seek out a CPA candidate over one who only has a graduate degree.,,,4,3,1,2,5,6,7,Extremely important,Extremely important,Very important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,,,Somewhat disagree,I believe this program does offer more technical skills that can be utilized in the industry,,1,5,3,2,6,4,Probably yes,I have hopes that by obtaining this degree that I am more qualified for advanced roles in the industry,Neutral,,"If courses with large workloads are going to be offered in short-term semesters, the professors should be required to actually provide lecture videos and teach, especially in areas they know are most problematic. Some of these harder classes were structured so that the students were required to teach themselves. I often reached out to students and found that I was not the only one struggling to meet deadlines because the topics were not explained well. Some professors do not even respond to emails until it is too late. ",Somewhat attractive,Part-time,Other Business / Non-accounting,Yes,No,Texas,29,No,Fully or mostly online,MAcc,NA,No,Yes,1,No,No
2025-11-21 23:34:21,2025-11-21 23:45:34,IP Address,100,672,True,2025-11-21 23:45:34,R_1vjkGUl7Wh98YaI,anonymous,EN,Yes,Somewhat likely,Graduate,,,,No,It was the primary factor in my decision to pursue a graduate program.,Somewhat agree,Somewhat agree,"I want to move up in the accounting world. Therefore, I need the educational background to achieve that goal. I also want to test for the CPA.",Somewhat unlikely,I could have avoided student loans since I am very close to reaching the alternative route option.,,,1,7,2,3,4,5,6,Very important,Very important,Moderately important,Very important,Very important,Extremely important,Extremely important,Very important,,,Neither agree nor disagree,,Management positions.,1,2,4,5,6,3,Probably yes,"I hope that by attending graduate school, I will get the opportunity to advance in my workplace. I hope that it opens up more opportunities for jobs and management positions as well.",Somewhat Negative,I could have avoided more student loans.,"I think that when you are initially thinking about joining the graduate program, you get advised on these new changes by the CPA. It could influence students to choose a different path.",Very attractive,Full-time,Accounting,Yes,No,Texas,30,No,Fully or mostly online,MAcc,"I wasn't sure what path to choose. Therefore, I got influenced by the student advisor.",No,No,2.5,No,No
2025-11-22 00:13:37,2025-11-22 00:41:36,IP Address,100,1679,True,2025-11-22 00:41:37,R_1xgQ5xF2WzOHMsx,anonymous,EN,Yes,Somewhat likely,Graduate,,,,Yes,It was a significant factor among others in my decision to pursue a graduate program.,Somewhat agree,Somewhat disagree,"My job is a big factor as to why I decided to pursue a graduate degree. The graduate degree also feels like the new bachelors degree. ",,,Somewhat satisfied,"Satisfied that it helps to stand out a little more and unsatisfied in how much more time and money it takes to gain a graduate degree. ",3,2,1,6,5,4,7,Extremely important,Very important,Slightly important,Very important,Moderately important,Very important,Extremely important,Extremely important,,,Neither agree nor disagree,"It shows that you are disciplined and motivated. It also helps you stand out. ","Hopefully, more leadership roles, like manager or supervisor positions. ",5,3,6,1,2,4,Probably yes,"Most jobs encourage higher education and will even pay for most of it so why not take advantage to better yourself? ",Neutral,"Everyone will still need to pass the same exam; if you can do it without going the traditional route, more power to you. ","Offer stackable certificates (e.g., Audit + Analytics Certificate, Tax Technology Certificate) that can be applied to the master’s degree. Offer a CPA Evolution–aligned “Integrated Exam Prep” course, structured around the new Core + Discipline framework.",Somewhat attractive,Part-time,Accounting,Yes,No,Texas,29,No,Fully or mostly online,MAcc,"The cpa exam. ",No,Yes,4,Yes,Yes
2025-11-22 04:20:54,2025-11-22 04:41:56,IP Address,100,1261,True,2025-11-22 04:41:56,R_7R9HGsExjpIB3Rd,anonymous,EN,Yes,Somewhat likely,Graduate,,,,No,It was a minor factor in my decision to pursue a graduate program.,Somewhat agree,Neither agree nor disagree,"Career change ",Extremely likely,"Regardless of the pathways to a CPA, with a career change, I wanted to have a degree in the industry I will be working in. ",,,4,5,1,6,3,2,7,Slightly important,Very important,Very important,Very important,Slightly important,Extremely important,Extremely important,Very important,,,Somewhat agree,"Personally, with a career change happening, it has value in that I am learning about the field that I am entering, I can explore different avenues within accounting, and gain experience working within accounting systems. ","Any entry-level accounting position ",5,3,4,1,6,2,Probably yes,"I believe that graduate school was a necessary step to enter this field of work. With a larger expected salary than I had teaching, I will be able to pay off my loans and have a more comfortable lifestyle. ",Neutral,"I have not done serious research regarding CPA licensure. ","As someone who is in the program to gain initial experience and knowledge within accounting, maybe a course detailing different entry level careers and gain practice in some of the general day to day activities. It’s intimidating going into an interview with no career experience but a master’s degree. ",Not at all attractive,Full-time,Accounting,No,No,Texas,27,No,Fully or mostly online,MAcc,"The forensic accounting elective course was a big factor in my decision outside of cost and being online. ",No,No,5,No,No
2025-11-22 09:30:13,2025-11-22 09:39:51,IP Address,100,577,True,2025-11-22 09:39:51,R_5BbvNVFWZEl89A7,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was a significant factor among others in my decision to pursue a graduate program.,Strongly agree,Strongly disagree,To get through certifications while I have time on my hands,Extremely likely,I always planned to get a grad degree. I'm now taking the steps to get there,,,2,1,3,4,5,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,Somewhat agree,Having more than one degree in the same field signifies specialization,CPA tax work,4,3,2,5,6,1,Definitely yes,I see graduate programs as an investment that will pay off overtime,Very Positive,It allows people to start studying for the CPA earlier,"I’ve been applying for accounting roles for about nine months and continue to apply aggressively. I’m proud of my peers who have found positions, especially those working at Big 4 firms, but the accounting job market feels extremely competitive right now. Many students want to work in accounting, which makes it easy to feel overlooked.

To help with this, I think the graduate program could offer stronger career support, things like more direct connections with employers, resume and interview workshops focused on accounting roles, and guidance on how to navigate the new CPA licensure changes. More real-world networking opportunities or internships could also make a big difference in helping students stand out.",Not at all attractive,Full-time,Accounting,No,No,Texas,26,No,Fully or mostly online,MAcc,To advance my career,No,No,7,No,No
2025-11-22 10:17:01,2025-11-22 10:21:53,IP Address,100,292,True,2025-11-22 10:21:54,R_7gA9XeLugaIDcdh,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,1,2,4,3,6,5,7,Moderately important,Very important,Very important,Moderately important,Very important,Extremely important,Very important,Very important,Definitely yes,"I think that when it comes down to who ultimately gets jobs, individuals look to credentials when they are torn on who to hire. If both people are equally equipped for a job, the person with a higher education is likely to get the offer.",,,,,,,,,,,,Neutral,Both options seem adequate based on different people’s life circumstances.,More resources to connect with accounting firms earlier on,Somewhat unattractive,Full-time,Accounting,Yes,No,Texas,20,No,,,,,,,,
2025-11-22 11:33:14,2025-11-22 12:03:22,IP Address,100,1808,True,2025-11-22 12:03:23,R_3kgIn7Oqegqi1Zr,anonymous,EN,Yes,Very likely,Graduate,,,,No,It had no influence on my decision to pursue a graduate program.,Strongly agree,Strongly disagree,"One factor that persuaded me to pursue a graduate degree in accounting is that I will continue my education to pursue a PhD. ",Extremely likely,I would have been extremely likely to pursue my graduate degree with the knowledge about the alternative pathway because I my intentions is to also pursue a PhD in accounting.,,,4,3,2,6,5,1,7,Extremely important,Moderately important,Moderately important,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,,,Somewhat agree,"I am taking only my second course in this program, and thus far I am encouraged that the program is offering more than one data analytics course. This aspect was not taught in the undergrad program that I attended. I have worked in the accounting/auditing field and have a strong background in data analytics and again I am encouraged that the program is emphasizing this aspect.","Other options that are available to me, is that I will be entering law school following my graduation in 2026 and following that to work on my PhD in accounting.",2,4,5,1,3,6,Definitely yes,I have considered the cost of attending graduate school and with the goals I have in mind the benefits far exceed the cost.,Somewhat Negative,I feel somewhat negative because anytime society lowers its academic standards it reduces workforce competence and undermines critical thinking.,I think the program should ensure that incoming students have the academic qualifications to enter an accounting masters program.,Not at all attractive,Full-time,Other Business / Non-accounting,Yes,No,Texas,66,No,Fully or mostly online,MAcc,The reputation of TAMUCC and the graduate program being online.,No,Yes,25,No,No
2025-11-22 12:28:15,2025-11-22 12:41:12,IP Address,100,777,True,2025-11-22 12:41:12,R_6tu0rnNBHgIcfUi,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,4,5,3,6,7,Extremely important,Very important,Moderately important,Extremely important,Moderately important,Extremely important,Slightly important,Extremely important,Definitely yes,"Thankfully I already have the funds to cover grad school so it would only benefit me to attend as I would have a higher salary and more likely to get promotions compared to my peers, however, attending grad school in my opinion does not outweigh the negative affects of pulling out substantial amounts of loans for those who do not have the funds.",,,,,,,,,,,,Somewhat Positive,"I am excited as those who wouldn't have been able to afford 30 extra credit hours now have the opportunity to become CPAs easily, however, I wonder if there are critical concepts or skills that can only be acquired through a graduate program that people who take the alternative path are missing out on. It will be interesting to see how employers compare the knowledge and skills of experience CPAs versus 150 hour CPAs... ","I have not attended a graduate program but from looking at them online it seems they already cover important areas of study. I think especially with the MAcc, it covers topics that will be on the exam and especially helps those who did not study accounting for their undergraduate degree. For TAMUCC specifically, I do wish they had an in person graduate MBA program, but it is online only. ",Very attractive,Part-time,Accounting,No,Yes,Texas,23,No,,,,,,,,
2025-11-22 13:03:00,2025-11-22 13:07:26,IP Address,100,266,True,2025-11-22 13:07:27,R_3ZANqjnT7gqVn4B,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,2,5,1,3,6,4,7,Moderately important,Slightly important,Moderately important,Slightly important,Slightly important,Slightly important,Moderately important,Slightly important,Probably yes,I believe that College can set someone up for success because it shows someone that you can show up to something 4 years straight and commit to it. That alone is worth a lot more than nothing to back up your work ethic.,,,,,,,,,,,,Neutral,"I think it is good for a lot of people, just not for me.",I'm not too sure.,Somewhat attractive,Full-time,Other Business / Non-accounting,No,No,Texas,20,No,,,,,,,,
2025-11-22 13:12:15,2025-11-22 13:20:00,IP Address,100,465,True,2025-11-22 13:20:00,R_6cbpSldJvenAB0J,anonymous,EN,Yes,Neither likely nor unlikely,Graduate,,,,No,It was a minor factor in my decision to pursue a graduate program.,Strongly disagree,Strongly agree,,Somewhat likely,,,,5,6,2,1,3,4,7,Very important,Moderately important,Very important,Very important,Moderately important,Very important,Very important,Very important,,,Strongly agree,Exposure to accounting/processes,Management Accounting Roles,2,3,4,6,1,5,Definitely yes,As an investment as much as this is an investment in myself,Very Positive,This opens the door to another avenue I would have considered at a different point in my career in retail automotive,"Advertising the benefits online, e.g., website/program, to detail this much clearer. ",Very attractive,Full-time,Accounting,No,No,Texas,37,No,Fully or mostly online,MAcc,"Fully online and referred by a colleague ",No,No,14,No,No
2025-11-22 13:16:36,2025-11-22 13:30:10,IP Address,100,813,True,2025-11-22 13:30:10,R_6Xr7Eb7O6X6KjWF,anonymous,EN,Yes,Very unlikely,Undergraduate,No change in desire,Increased desire,No,,,,,,,,,,2,1,3,4,6,5,7,Extremely important,Very important,Extremely important,Extremely important,Moderately important,Very important,Extremely important,Moderately important,Might or might not,"It depends on the person themselves. On whether they make money or not. ",,,,,,,,,,,,Somewhat Positive,"CPA's are dying out, so this gives a good opportunity to students. ","have surprised testing days, like a pop quiz. That way you can ensure students are actually learning and not using AI to give them the answer. ",Somewhat attractive,Full-time,Other Business / Non-accounting,No,No,Texas,22,No,,,,,,,,
2025-11-22 13:32:40,2025-11-22 13:45:05,IP Address,100,744,True,2025-11-22 13:45:06,R_6nqJn8ZXvzGkxM6,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,1,3,2,5,4,6,7,Extremely important,Very important,Very important,Very important,Moderately important,Very important,Extremely important,Extremely important,Probably yes,"When it comes to attending graduate school, I feel like it will be academically demanding and stressful, but the main thing for me is the debt I am going to owe. However, I know that the benefits will include higher earning potential and stronger career opportunities, and in many fields, it can make you more competitive and increase job stability. ",,,,,,,,,,,,Very Positive,"I am not looking to take any more classes than I have to. ",Less coursework and more hands-on experience would be preferred.,Very attractive,Part-time,Accounting,Yes,No,Texas,25,No,,,,,,,,
2025-11-22 13:49:56,2025-11-22 13:59:08,IP Address,100,551,True,2025-11-22 13:59:08,R_6UA2eWS3zKFs5X3,anonymous,EN,Yes,Somewhat likely,Graduate,,,,No,It was a significant factor among others in my decision to pursue a graduate program.,Somewhat agree,Somewhat disagree,"CPA licensure and Master Degree ",Somewhat likely,"I would have still pursue the graduate degree regardless of the alternative pathway was available or not. ",,,4,5,1,3,2,6,7,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,,Somewhat agree,"It is very valuable because it makes a stronger candidate and gives you a plus when you are job searching. Also, it is a very welll asset to have in your resume. ","Teaching in a university or college, become a certified public accountant and or a Chief financial officer of a organization or company and open my own accounting firm. ",,,,,,,Definitely yes,"Were good. ",Somewhat Positive,"It really didn't matter because I would still pursue the masters degree. ","It's great. ",Very attractive,Full-time,Accounting,No,No,Texas,35,No,Fully or mostly online,MAcc,"Because that was my goal I set for myself when I began my Bachelor's degree. ",No,No,20,No,No
2025-11-22 14:10:39,2025-11-22 14:18:10,IP Address,100,451,True,2025-11-22 14:18:11,R_1iBDHbKAxsXMIRr,anonymous,EN,Yes,Very unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,3,5,1,4,6,2,7,Very important,Extremely important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,Very important,Probably yes,"I think it is beneficial if necessary for your goals. It is not necessary for my goals so I think of it as an option. I will consider it further based on employer benefits towards tuition reimbursement. ",,,,,,,,,,,,Neutral,I don't have enough knowledge to have an opinion. Experience is hard to standardize though.,"I think linking students with experienced practitioners will be crucial. ",Somewhat attractive,Full-time,Other Business / Non-accounting,No,No,Texas,31,No,,,,,,,,
2025-11-22 14:25:39,2025-11-22 14:47:10,IP Address,100,1290,True,2025-11-22 14:47:10,R_3cuegQhGcWTW8xF,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was a significant factor among others in my decision to pursue a graduate program.,Strongly agree,Somewhat disagree,"No other factors ",Extremely likely,"i think a masters degree combined with a CPA is still a little bit better than a bachelors degree with a cpa and i also plan to do a doctorate ",,,1,2,3,5,6,4,7,Extremely important,Extremely important,Very important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,,,Strongly agree,"I helps to land a job easier and move up in corporate world if you decide not to pursue a CPA ","more job opportunities, ability to do my CPA, Part time professor opportunities ",,,,,,,Definitely yes,"this was a great experience for me especially with it being online and tuition was not bad at all, not sure of the future salary but graduate opens doors for managerial positions and future promotions with companies tend to offer ",Neutral,"i guess if someone has have a pretty good starting at there career and gain some experience they would just need to add the cpa instead of going for their masters but for other a master might just be the thing to push them forward. ","well accounting changes a lot over time so graduate programs are a great way to improve on skill and learn a different set of course work. ",Somewhat attractive,Full-time,Accounting,Yes,No,Texas,33,No,Fully or mostly online,MAcc,"decided to have a combination of cpa and graduate degree because i could have just done the other pathway ",No,No,10,No,No
2025-11-22 16:01:00,2025-11-22 16:03:52,IP Address,100,172,True,2025-11-22 16:03:53,R_6HMS39jagWhCU71,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,4,2,3,5,6,1,7,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Probably yes,,,,,,,,,,,,,Neutral,,,Very attractive,Full-time,Other Business / Non-accounting,No,No,Texas,22,No,,,,,,,,
2025-11-22 13:50:16,2025-11-22 16:08:39,IP Address,100,8302,True,2025-11-22 16:08:39,R_6uWWHkKPiq2Iq2y,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,No change in desire,No change in desire,No,,,,,,,,,,3,6,4,5,1,2,7,Moderately important,Moderately important,Very important,Very important,Moderately important,Very important,Extremely important,Very important,,,,,,,,,,,,,,Somewhat Positive,"Great to not have so much school, but hard to find a CPA willing to take a chance.",,Very attractive,Full-time,Other Business / Non-accounting,Yes,No,Texas,54,No,,,,,,,,
2025-11-22 14:55:24,2025-11-22 16:12:32,IP Address,100,4628,True,2025-11-22 16:12:33,R_5rrbvCgsMBPvYuB,anonymous,EN,Yes,Very likely,Graduate,,,,Yes,It was a significant factor among others in my decision to pursue a graduate program.,Strongly agree,Neither agree nor disagree,"Solely credentials and the ability to take the CPA exam in TX. Most likely will never be able to complete the experience requirements working under a CPA to be fully certified, but not planning to do public accounting either.  ",,,Extremely satisfied,"Way different learning and teaching methods than my previous degrees, thus requiring significantly different approaches to consume and execute the requirements. ",7,6,3,2,5,4,1,Very important,Slightly important,Extremely important,Moderately important,Very important,Slightly important,Extremely important,Very important,,,Neither agree nor disagree,"It will open doors by having the credentials, honing the associated skills and using them is the key to walking through that door. ","Most likely an outlier for this survey because my previous degrees are not in accounting. Obtaining the MAcc will open CFO and other leadership roles that wouldn't be available without it. ",6,2,1,4,3,5,Definitely yes,"Calculated the breakeven and it was about 5 years ... ",Neutral,"I'm currently a controller in a SMB, thus will not be able to work under a CPA. However, I will still be able to sit for the CPA exam and presumably pass. Just won't receive the license. ","None come specifically to mind, though I'm only on my first semester. ",Not at all attractive,Full-time,Other Non-business,Yes,No,Texas,50,No,Fully or mostly online,MAcc,"Already covered ... ",No,No,25,No,No
2025-11-22 18:06:36,2025-11-22 18:45:47,IP Address,100,2350,True,2025-11-22 18:45:47,R_7GrDMrBs0GWzikF,anonymous,EN,Yes,Very likely,Graduate,,,,No,It was the only reason I chose to pursue a graduate program.,Strongly disagree,Strongly disagree,,Extremely unlikely,The cost of the program could had gone to study material for the CPA exam,,,3,4,5,6,1,2,7,Extremely important,Not at all important,Not at all important,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,,,Neither agree nor disagree,,"The same opportunities would be available with or without my master's degree ",,,,,,,Definitely not,,Very Positive,For those that can't afford another program can enter in the workforce sooner and can work while studying for the exam,,Somewhat attractive,Full-time,Accounting,Yes,No,Texas,33,No,Fully or mostly online,MAcc,,No,No,5,No,No
